Company_Description,Class_Label
"DecisionOne Corporation is the largest global independent technology support organization in the TPM and ISO markets. For more than 50 years, we have delivered comprehensive IT solutions to some of the most complex enterprises in the worldincluding retail, healthcare, transportation, financial services, and government. DecisionOne maintains the largest W-2 field workforce of all TPMs and ISOs that provide support and professional services.
 
 
 
 Our portfolio includes Managed Services providing outsourced remote solutions and support desk services, state-of-the-art technology centers that provide a suite of hardware and software asset services along with supporting forward/reverse logistics and supply chain management services. As a services-only provider, DecisionOne serves as a vendor-agnostic partner who helps companies reduce operating costs, extend technology life, and optimize their technology infrastructure. Our highly skilled, scalable workforce provides a single source of world-class IT support that meets the demands of a diverse client base anywhere, anytime.",1
"Every company is a data company. 
 
 
 
 At Delphix, we believe in the power of fast, secure data to accelerate innovation and help businesses thrive and win in todays digital economy. 
 
 
 
 As a steward of the DataOps movement, Delphix helps companies adopt a collaborative data management practice that focuses on improving communication, integration, and automation of data flows across an organization. DataOps made its debut as an Innovation Trigger in three separate Gartner Hype Cycle reports for 2018 and top analyst firm 451 Research found that 90% of enterprises plan significant investment in DataOps this year. 
 
 
 
 Half of todays Fortune 50 companies rely on the Delphix platform to deliver data well over 100x faster to people across the business to boost innovation, ensure simple compliance with data privacy laws, and drive the future of banking, healthcare, retail, insurance, telecommunications and more. 
 
 
 
 AWS, Microsoft, Accenture, and Capgemini are among our partners, who see the value and impact that Delphix makes. For more information, visit www.delphix.com.",1
"The Salesforce Commerce Cloud, formerly Demandware, powers enterprise cloud commerce for the world's most innovative brands, enabling unified, 1-to-1 experiences across all points of commerce including web, mobile, social and store. 

For more information, visit www.commercecloud.com, call +1-888-553-9216 or email info@commercecloud.com",1
"Descartes (Nasdaq:DSGX) (TSX:DSG) is the global leader in providing on-demand, software-as-a-service solutions focused on improving the productivity, performance and security of logistics-intensive businesses. Customers use our modular, software-as-a-service solutions to route, schedule, track and measure delivery resources; plan, allocate and execute shipments; rate, audit and pay transportation invoices; access global trade data; file customs and security documents for imports and exports; and complete numerous other logistics processes by participating in the world's largest, collaborative multimodal logistics community. Our headquarters are in Waterloo, Ontario, Canada and we have offices and partners around the world. Learn more at www.descartes.com.",1
"Bleed and Breed Art. 
 
 
 
 We are where art starts, but thats only the beginning. We are the movement for the liberation of creative expression. We believe that art is for everyone, and were creating the cultural context for how it is created, discovered, and shared. 
 
 
 
 Founded in August 2000, DeviantArt is the largest online social network for artists and art enthusiasts, and a platform for emerging and established artists to exhibit, promote, and share their works with an enthusiastic, art-centric community. We have over 44 million registered members and attract over 45 million unique visitors per month. Our membersknown as deviantsupload tens of thousands of original pieces of art every day, ranging from painting and sculpture to digital art, pixel art, films, and anime. 
 
 
 
 Artists love us because we are an inclusive and supportive community. We help them find their identity through self-expression. We provide the tools, resources, and exposure to enable them to become better, more successful artists. We inspire people to create art by feeding their creativity. We cant help itit runs through our veins and compels us to nurture it in others. This is DeviantArt.",2
"Digital Fusion is a data-driven, analytically focused digital performance agency.  We help our 2 customers with one or all three digital capabilities required to increase sales, lower costs, and build competitive advantage.

1) Strategy:  Based on your customer’s journey with your brand, we help develop or refine your digital strategy with a phase 1-Walk, phase 2-Run, and phase 3-Leap roadmap.  This includes how to harness the right technology and channels.
2) Execution:  We design and execute campaigns  across all digital marketing channels including digital media, web, social media, mobile, search, email, and more.  We can do the creative design and content creation or leverage what customers already have.
3) Analytics:  Measure, test, and optimize.

Call us at +1 720.963.8000 or visit us at http://digitalfusion.com",2
"Diligent is the leading Enterprise Governance Management provider of secure corporate governance and collaboration solutions for boards and senior executives. Over 14,000 clients in more than 90 countries and on all seven continents rely on Diligent to help them make better governance decisions through secure board material distribution, messaging, integrated compliance, board evaluations and entity management. Governance Cloud, Diligents centralized ecosystem of secure digital tools, is the only solution that meets the evolving governance needs of leading organizations by helping their leaders ask better questions, gain deeper insights, and add value across the full scope of their responsibilities.",1
"Let the stories live on.

We fundamentally believe that books exist to be read. Yet, many books collect dust on shelves, or live in darkened boxes. Even worse, it’s estimated that more than 2 billion pounds of books become waste each year. We help books achieve their greatest purpose by collecting and reselling them to other readers, donating books to those in need, or recycling used books to become another useful good with a new story to tell.",
"For more than 25 years, DLT Solutions has been dedicated to accelerating public sector growth for technology companies. Guided by our relentless focus on these challenges, we have grown to be one of the nations top providers of world-class IT solutions. 
 
 
 
 Leveraging our strategic partnerships with premier IT companies, we develop best-fit solutions for our customers. Our sales, integration, and support experts have the certifications and experience in helping customers at any level of any agency. We have 3 deep subject matter expertise and in-depth knowledge of government-mandated requirements and initiatives in areas such as big data and analytics, cloud computing, cybersecurity, data consolidation and more. 
 
 
 
 As the government and IT landscape evolves, DLT Solutions will continue to adapt and provide emerging technology solutions to our customers. 
 
 
 
 For more information, contact us at 800-262-4358, sales@dlt.com or by visiting www.dlt.com.",1
"Docker, the leader in the container platform market, enables developers and IT operations to build, secure and manage applications without technology or infrastructure lock in. By bringing together traditional applications and microservices buil...",2
"DSS is a leading health information technology (HIT) software development and systems integration company. For more than 20 years, healthcare organizations have benefited from our technical and service integration expertise. DSS has extensive experience working with federal, private and public healthcare facilities to modernize their legacy systems and to improve efficiencies for clinical and administrative users. DSS is a member of the Open Source Electronic Health Record Agent (OSEHRA) organization and released its own open source EHR in 2009, vxVistA, which takes the most reliable and widely used open source EHR in the country to a new level to meet the needs of hospitals, clinics, long-term care facilities and physician practices. 
 
 
 
 To further foster the adoption of open source in healthcare organizations, DSS is a founder and supporter of The VistA Extensions Hub, www.ThevxHub.org, that acts as a forum for discussion and best practices among open source vxVistA and VistA users. 
 
 
 
 For more information about DSS, visit www.dssinc.com.",1
"DocuSign helps organizations connect and automate how they prepare, sign, act-on, and manage agreements. As part of our cloud-based System of Agreement Platform, DocuSign offers eSignaturethe worlds #1 way to sign electronically on practically...",1
"Dynatrace provides software intelligence to simplify enterprise cloud complexity and accelerate digital transformation. With AI and complete automation, our all-in-one platform provides answers, not just data, about the performance of applications, the underlying infrastructure and the experience of all users. Thats why many of the worlds largest enterprises, including 72 of the Fortune 100, trust Dynatrace to modernize and automate enterprise cloud operations, release better software faster, and deliver unrivaled digital experiences.
 
 
 
 Read more at dynatrace.com, visit the blog, or find @dynatrace on Instagram, Facebook and Twitter.",3
"eInfochips, an Arrow company, is a leading global provider of product engineering and semiconductor design services. With over 500+ products developed and 40M deployments in 140 countries, eInfochips continues to fuel technological innovations in multiple verticals. The companys service offerings include digital transformation and connected IoT solutions across various cloud platforms, including AWS and Azure. 
 
 
 
 Along with Arrows $30B in revenues, 20,100 employees, and 349 locations serving over 80 countries, eInfochips is primed to accelerate connected products innovation for 200,000+ global clients. eInfochips acts as a catalyst to Arrows Sensor-to-Sunset initiative and offers complete edge-to-cloud capabilities for its clients through Arrow Connect.
 
 
 
 Our work culture is built over years of experience in providing innovative solutions to our clients and our indomitable spirit to excel in all aspects of our engagement. We believe that our success lies upon the skills and quality of our people we work with.
 
 
 
 Silicon engineering services: ASIC / FPGA Design & Development, Design Verification & Validation, Physical Design & DFT 
 
 Embedded systems engineering services: Hardware Design, System Software, System Verification & Validation, Multimedia 
 
 Software engineering services: Cloud Enablement, IoT & Mobility, Application Software, QA and Test Automation, BI and Data Visualization
 
 Extended services: New Product Development, Lifecycle Management, Product Sustenance 
 
 IPs: DevOps for IoT, IoT Gateway Framework, IoT Device Lifecycle Management, Video Management Software, Reusable Camera Framework, Test Automation Framework, Reference Designs & EVMs, Verification IPs, OptiX Physical Design Framework 
 
 
 
 Corporate Video: https://www.youtube.com/watch?v=-Z8u_-8TAkQ
 
 
 
 To request information, write to marketing@einfochips.com or visit www.einfochips.com",1
"EagleView is transforming the way you work by bringing you the highest level of accuracy in a constantly changing world. EagleView combines imagery that reveals the finest and most important details with computer vision to help you identify insights into any locationfrom anywhere. By delivering timely, comprehensive answers to complex questions, we help professionals across industries improve peoples lives and make informed decisions for the present and future. For more information, call (866) 659-8439, visit eagleview.com and follow @eagleviewtech.",2
"For over 25 years, Early Warning has been a leader in technology that helps protect and advance the financial system. We serve a diverse network of approximately 2,500 financial institutions, government entities and payment companies. Our produc...",1
"EasyLink Services, a wholly owned subsidiary of OpenText, offers a comprehensive portfolio of any to any cloud-based messaging and transaction services that can bridge the most challenging technology gaps while creating significant cost efficiencies across an organization. From Desktop Fax and Production Messaging to EDI, Managed File Transfer, Document Capture and Management, and Notifications we help companies drive costs out of their operations. With over two decades of servicing customers around the globe, EasyLink has established a proven track record for providing effective, reliable and secure communications.",1
"Since 1935, EATEL has been an important part of Ascension and Livingston Parish communities. Were the company that built the local phone system and today were still one of the most innovative communication companies in the area providing an entire suite of services including TV, Internet and phone, and offering one of the few 100% fiber-to-the-home networks in the country. And through expansion and acquisition, EATEL has increased its footprint throughout south Louisiana from Ascension Parish to south Lafourche Parish.",2
"A leading international supplier of On-Demand software and E-commerce services to the insurance, financial, e-governance, e-learning and healthcare industries, Ebix, Inc. provides end-to-end on-Demand solutions ranging from infrastructure exchanges, front end & back end enterprise systems, outsourced administrative & custom software development solutions, and risk compliance solutions for various entities involved in these industries. 
 
 
 
 With 50+ offices across Australia, Brazil, Canada, India, New Zealand, Singapore, the US and the UK, Ebix powers multiple exchanges across the world in the field of life, annuity, health and property & casualty insurance while conducting in excess of $100 billion in insurance premiums annually on its platforms. Through its various SaaS-based software platforms, Ebix employs hundreds of domain specific business and technology professionals to provide products, support and consultancy to thousands of customers on six continents. For more information, visit the Companys website at www.ebix.com 
 
 
 
 About EbixCash 
 
 An Ebix Group initiative, EbixCash is emerging as one of the leading Financial Exchanges in India. With a Phygital strategy that combines 260,000 physical distribution outlets to a Omni-channel online digital platform, EbixCash has established an enterprise financial exchange portfolio that encompasses leadership in money remittance (domestic & international), travel, pre-paid & gift cards, utility payments etc. Ebixs recent joint venture initiative with Bombay Stock Exchange positions it strongly in Indias insurance sector. EbixCashs portfolio of products can be accessed digitally anywhere as also across its distribution outlets spread over 5,500+ cities and towns. For further details, visit www.ebixcash.com",1
"EIS Group is the technology innovator for insurance. Our digital insurance platform is built to move carriers closer to their customers. Cloud-enabled and mobile-ready, the unified platform of core, experience and insight solutions empowers insurers to digitize core insurance operations, create the essential data foundation and deliver easier-than-easy experiences that attract a new generation of customers. 
 
 
 
 Headquartered in San Francisco, EIS Group works with leading carriers to shift how the world thinks about and experiences insurance. Our platform drives this change by enabling our customers to innovate fast, reinvent themselves and deliver modern experiences that touch the lives of millions of policyholders worldwide. For more information, visit EISGroup.com or follow us on Twitter @EISGroupLtd.",2
"Elastic is a search company. As the creators of the Elastic Stack (Elasticsearch, Kibana, Beats, and Logstash), Elastic builds self-managed and SaaS offerings that make data usable in real time and at scale for search, logging, security, and analytics use cases. Elastic's global community has more than 100,000 members across 45 countries. Since its initial release, Elastic's products have achieved more than 400 million cumulative downloads. 
 
 
 
 Today thousands of organizations, including Cisco, eBay, Dell, Goldman Sachs, Groupon, HP, Microsoft, Netflix, The New York Times, Uber, Verizon, Yelp, and Wikipedia, use the Elastic Stack, and Elastic Cloud to power mission-critical systems that drive new revenue opportunities and massive cost savings. Elastic has headquarters in Amsterdam, The Netherlands, and Mountain View, California; and has over 1,000 employees in more than 35 countries around the world.",1
"Integra is now Allstream. Visit http://bit.ly/2CRYtYf to learn more.
 
 
 
 Over the last 20 years, Integra has been a leader in providing communication and networking services to enterprise and medium business customers throughout the western United States. On August 4, 2016, Integra separated into two standalone businesses Integra and Electric Lightwave and renamed the corporate entity which owns 3 businesses to Electric Lightwave. 
 
 
 
 Integra is a communications services provider and continues to maintain its competitive and incumbent operations in Minnesota, North Dakota and Colorado and manages all small business customers throughout the western United States.
 
 
 
 Electric Lightwave is the largest regional fiber-based network services provider in the western United States, providing critical data networking solutions, unified communications platforms, and cloud and security services to enterprises, governments and wholesale carriers. Electric Lightwave offers a fiber optic network that includes more than 8,000 miles of long haul fiber, 4,000 miles of metro fiber and high bandwidth access with up to 200 Gbps connections.
 
 
 
 For more information, visit www.electriclightwave.com or
 
 
 
 LinkedIn
 
 https://www.linkedin.com/company/electric-lightwave
 
 
 
 Twitter
 
 https://twitter.com/ELightwave",1
"Inspired by the transformative impact of education, Ellucian develops solutions that power the essential work of colleges and universities. As the worlds leading provider of software and services designed for higher education, Ellucian works with more than 2,500 institutions in nearly 50 countriesenhancing operations and enriching the experience for over 18 million students.
 
 Ellucian provides student information systems (SIS), finance and HR, recruiting, retention, analytics and advancement software solutions. With more than 1,400 institutions subscribing to Ellucians cloud services and SaaS offerings, the company is one of the largest providers of cloud-based solutions in higher education. Ellucian also supports the higher education community with a range of professional services such as application software implementation, training, education, and management consulting. 
 
 Ellucian brings power, passion, and performance to bear for higher education, and its ability to better our world. Visit Ellucian at www.ellucian.com.",1
"Elo is a global leader in touchscreen solutions, including modern point of sale systems and interactive digital signage, sized 10 to 70 inches. The pioneer of the touchscreen, Elo now has 20+ million retail and hospitality installations in 80+ countries with products designed in California and built to last with a three-year standard warranty. The Elo touchscreen experience has consistently stood for quality, reliability and innovation. 
 
 
 
 The Elo portfolio encompasses the broadest selection of OEM touch screen components, touch monitors, and all-in-one touch computers for the demanding requirements of diverse markets, including gaming machines, hospitality systems, industrial automation, interactive kiosks, healthcare, office equipment, point of sale terminals, retail displays, and transportation applications. 
 
 
 
 For more information on Elo products and services, please call 800-ELO-TOUCH, email EloSales.NA@elotouch.com or visit us on the web at www.EloTouch.com.",2
"Empirix is the recognized leader in end-to-end network performance visibility with the unique ability to analyze customer behaviors by application in real-time. We empower service providers, mobile operators, contact centers and businesses to master complexities and optimize business processes to reduce operational costs, maximize customer retention, and grow top-line revenue. Through testing, monitoring, analytics, and intelligence, Empirix enables companies around the world realize the full value of their technology investments.
 
 
 
 Since 1992, the worlds largest Telecommunication and Service Providers, as well as IT and Enterprises have known that they can trust us to offer the clarity they require to understand and even forecast the customer experience. Empirix has deep knowledge about complex customer communication technologies voice, video, mobile, web, fax, IM, presence, unified communications, IP technologies, VoIP, IMS, NGN, and more. We supply a single, integrated architecture that enables data sourcing, collection, aggregation, analysis, information generation, and presentation to work together in harmony. Our commitment to quality in everything we do sets the standard for the industry. 
 
 
 
 Empirix is privately held and headquartered in Billerica, MA.",3
"World Energy Solutions, Inc. (formerly NASDAQ: XWES) now part of EnerNOC. Visit us there for the latest in enterprise and utility energy management solutions.

EnerNOC is a leading provider of cloud-based energy intelligence software (EIS) and services to thousands of enterprise customers and utilities globally. EnerNOC's EIS solutions for enterprise customers improve energy productivity by optimizing how they buy, how much they use, and when they use energy. EIS for enterprise includes budgeting and procurement, utility bill management, facility optimization, visibility and reporting, project tracking, demand management, and demand response. EnerNOC supports customer success with its world-class professional services team and a Network Operations Center (NOC) staffed 24x7x365. For more information, visit www.enernoc.com. 

To learn more about EnerNOC’s global EnergySMART Conference, visit www.energysmartconference.com. 

The community’s talking, are you listening? Join EnerNOC’s EnergySMART LinkedIn Community and check out our brand new blog, at www.energysmart.enernoc.com

Specialties
Energy Management, Energy Intelligence Software, Energy Efficiency, Energy Procurement, Demand Response, Utility Customer Engagement, SaaS",1
"Growth of our customers' business is at the heart of what we do. The strength of Epicor business solutions lies in a simplified approach to technology, inspired by our customers and how they work. More than 45 years of experience with our customers unique processes and operational requirements is built into every solution.
 
 
 
 We provide flexible, industry-specific software that is designed around the precise needs of our manufacturing, distribution, retail, and service industry customers.
 
 
 
 With a deep understanding of your industry, Epicor solutions promote growth while managing complexity. The result is powerful solutions that do exactly what you needfree your resources so you can profitably grow your business.",1
"Epsilon is an all-encompassing global marketing innovator. We provide unrivaled data intelligence and customer insights, world-class technology including loyalty, email and CRM platforms and data-driven creative, activation and execution. Epsilon’s digital media arm, Conversant, is a leader in personalized digital advertising and insights through its proprietary technology and trove of consumer marketing data, delivering digital marketing with unprecedented scale, accuracy and reach through personalized media programs and through CJ Affiliate, one of the world’s largest affiliate marketing networks. Together, we bring personalized marketing to consumers across offline and online channels, at moments of interest, that help drive business growth for brands.  

Epsilon employs over 8,000 associates in 70 offices worldwide. Epsilon is an Alliance Data company. For more information, visit www.epsilon.com and follow us on Twitter @EpsilonMktg.",1
"Etsy is a marketplace where people around the world connect, 3 online and offline, to make, sell and buy unique goods.
 
 
 
 The heart and soul of Etsy is our global community: the creative entrepreneurs who use Etsy to sell what they make or cura...",
"Evolve IP is The Cloud Strategy Company. Since 2007 Evolve IP has been enabling businesses to deploy 3 cloud computing and cloud communications services on a single, unified platform. The companys award-winning services include: disaster recovery, contact centers, virtual data centers, virtual desktops, IP phone systems and business collaboration tools, and are deployed by more than 1,500 organizations with more than 210,000 users across the globe.",3
"Ex Libris, a ProQuest company, is a leading global provider of cloud-based solutions for higher education and research. Offering SaaS solutions for the management and discovery of the full spectrum of library and scholarly materials, as well as mobile campus solutions driving student engagement and success, Ex Libris serves thousands of customers in 90 countries. Dedicated to developing the market's most inventive and creative solutions, Ex Libris leads the way in defining and designing efficient, user-friendly products that serve the needs of academic research and teaching institutions and academic, research, and national libraries today, and enabling them to transition into the future. The company's solutions are being used by over 5,000 establishments worldwide. The company provides services in over 20 languages, in 90 countries, in 6 different continents. Ex Libris's headquarters, research, development and support centers are located in Jerusalem and the company has subsidiaries around the world.",1
"Experian unlocks the power of data to create opportunities for consumers, businesses and society.

During life’s big moments – from buying a home or car, to sending a child to college, to growing a business exponentially by connecting it with new customers – we empower consumers and our clients to manage data with confidence so they can maximize every opportunity.

We gather, analyse and process data in ways others can’t. We help individuals take financial control and access financial services, businesses make smarter decision and thrive, lenders lend more responsibly, and organizations prevent identity fraud and crime.

For more than 125 years, we’ve helped consumers and clients prosper, and economies and communities flourish – and we’re not done.

Our 16,000 people in 37 countries believe the possibilities for you, and our world, are growing. We’re investing in new technologies, talented people and innovation so we can help create a better tomorrow.


About Experian:

Bringing data to life requires creativity, passion, flexibility and expertise. 

We want you to share in our success. That's why we offer rewards that recognise great performance. 

Working in a culture of collaboration, achievement and respect we will give you the support and encouragement you need to develop your skills and talents and progress your career.

Everyday our people bring enthusiasm, innovation and inspiration to work and if this sounds like you connect with us at Experian. 

Read more at https://www.experianplc.com/careers/  

Please note only shortlisted candidates will be contacted

Our diverse workforce is part of the reason for our success. We want everyone to succeed, irrespective of their gender, ethnicity, sexuality, physical ability or age. ",
"Extreme Reach revolutionized the way advertisers control the deployment of their creative and how the media sources those ads to execute campaigns. The companys creative asset workflow platform, AdBridge, is built upon a decade of innovation and integrates all the paths and processes required by todays complex media landscape. 
 
 
 
 The company proudly serves the best and biggest brands, agencies, production companies, media destinations, performers and rights owners. With over 200,000 registered users and nearly four million creative assets in its care, ER connects the creative flow between the buy and sell sides of the advertising ecosystem.",3
"About Fandango
 
 Fandango is the ultimate digital network for all things movies, serving more than 60 million unique visitors per month, according to comScore, with best-in-class movie information, ticketing to more than 30,000 U.S. screens, trailers and original video, home entertainment and fan merchandise. Its portfolio features leading online ticketers Fandango, MovieTickets.com and Flixster; world-renown movie review site Rotten Tomatoes; and Movieclips, the #1 movie trailers and content channel on YouTube. Fandangos movie discovery and ticketing innovations can also be found on mobile, social, AI and voice platforms from Apple, Facebook, Google, Amazon, and others. Fandangos video on-demand service, FandangoNOW offers new release and catalog movies and next-day TV shows to more than 200 million connected, over-the-top (OTT) and mobile devices, while Fandango FanShop curates unique and exclusive fan gear and collectibles. In Latin America, the company operates leading online ticketers Ingresso.com and Fandango Latin America. 
 
 
 
 So, if youre looking to inspire, be inspired and work at the intersection of entertainment and technology look no further than Fandango. Visit Fandango.com/careers for a behind-the-scenes look at Fandango and follow us on LinkedIn for the latest news and updates. Fandango is an NBCUniversal Company. It is the policy of NBCUniversal and NBCUniversal's affiliated businesses to consider all qualified applicants for employment without regard to race, color, religion, national origin, sex (including pregnancy) sexual orientation, age, disability, veteran status or other characteristics protected by law.",2
"Forescout Technologies, Inc. provides security at first sight. Our company delivers device visibility and control to enable enterprises and government agencies to gain complete situational awareness of their environment and orchestrate action.",1
"ForgeRock is the digital identity management company transforming the way organizations interact securely with customers, employees, devices, and things. Organizations adopt the ForgeRock Identity Platform as their digital identity system of record to monetize customer relationships, address stringent regulations for privacy and consent (GDPR, HIPAA, FCC privacy, etc.), and leverage the internet of things. ForgeRock serves hundreds of brands, including Morningstar, Vodafone, GEICO, Toyota, TomTom, and Pearson, as well as governments like Norway, Canada, and Belgium, securing billions of identities worldwide. ForgeRock has offices across Europe, the USA, and Asia.
 
 
 
 For more information and free downloads visit http://www.forgerock.com. Follow us on Twitter @ForgeRock",1
"Fortinet (NASDAQ: FTNT) secures the largest enterprise, service provider, and government organizations around the world. Fortinet empowers its customers with intelligent, seamless protection across the expanding attack surface and the power to take on ever-increasing performance requirements of the borderless network - today and into the future. Only the Fortinet Security Fabric architecture can deliver security without compromise to address the most critical security challenges, whether in networked, application, cloud or mobile environments. Fortinet ranks #1 in the most security appliances shipped worldwide and more than 400k customers trust Fortinet to protect their businesses. Learn more at http://www.fortinet.com, the Fortinet Blog, or FortiGuard Labs.",1
"Foursquare is a technology company that enriches consumer experiences and informs business decisions through a deep understanding of location intelligence.
 
 
 
 Every month, more than 50 million people use the Foursquare City Guide app, Foursquare Swarm check-in app and websites to discover new places, explore the world and check in. Our community of explorers have left 91 million tips and checked in 12 billion times. Foursquares Places API powers location data for Apple, Samsung, Microsoft, Twitter, Uber, Airbnb and 100,000 other developers. Foursquares business solutions also include Pinpoint, Attribution, Pilgrim SDK and Foursquare Analytics, which empower brands to understand and connect to targeted audiences as well as measure foot traffic and advertising success.
 
 
 
 Foursquare has over 250 employees based in New York headquarters and offices in San Francisco, Los Angeles, London, and Singapore. Foursquare is proud to be funded by Union Square Ventures, Andreessen Horowitz, DFJ Growth, Morgan Stanley Alternative Investment Partners and more.
 
 
 
 U.S. offices 
 
 New York City, San Francisco, Chicago, Los Angeles
 
 
 
 International offices 
 
 London, Singapore",3
"#1 accounting software in the cloud for self-employed professionals and their teams.
 
 
 
 Other ways to connect with us: 
 
 Visit the FreshBooks Blog: freshbooks.com/blog
 
 Send us a tweet: twitter.com/FreshBooks
 
 Find career opportunities: freshbooks.com/careers",2
"GFI Software develops easier, smarter and affordable enterprise-class IT solutions for businesses. Our solutions enable IT administrators to easily and efficiently discover, manage and secure their business networks, systems, applications and communications wherever they exist. GFI is committed to its thousands of customers worldwide to deliver the trusted expertise, right-sized and smartly engineered IT solutions with a strong focus on security excellence.
 
 
 
 GFI is a channel-focused company with a network of thousands of partners worldwide. The company has received numerous awards and industry accolades, and is a longtime Microsoft Gold ISV Partner.",3
"GitHub is the best place to share code with friends, co-workers, classmates, and complete strangers. Over 31 million people use GitHub to build amazing things together across 97+ million repositories. With all the collaborative features of GitHub, it has never been easier for individuals and teams to write faster, better code.",2
"Global Relay is the leading provider of cloud-based electronic message archiving, supervision, and eDiscovery solutions for the global financial sector and other highly regulated industries. Global Relay delivers services to over 23,000 customers in 90 countries, including 22 of the top 25 banks. Global Relay Archive supports email, IM, Bloomberg, Thomson Reuters, social media, mobile messaging, and more - with mobile, Outlook, and web access. For more information about Global Relay please visit: www.globalrelay.com
 
 
 
 For more information about Global Relay please visit: www.globalrelay.com
 
 
 
 CAREERS
 
 
 
 Global Relay is growing! Visit our Careers page: www.globalrelay.com/jobs to see a full list of openings we currently have to offer. 
 
 
 
 Headquartered in Vancouvers historic Gastown, Global Relay has regional offices in New York, Chicago, London, Halifax, Kelowna, North Carolina and Singapore. We are always looking for intelligent, creative individuals who love challenges and solving real-world business problems. If this sounds like you, join our team! At Global Relay, we recognize excellence and provide our team members with endless opportunities for growth and development.",3
"IEEE GlobalSpec is a provider of data-driven industrial marketing solutions designed to help companies promote their products and grow their businesses. 
 
 
 
 Our audience of engineers and technical professionals rely on the IEEE GlobalSpec family of brands as a trusted resource for content, community and engagement at all stages of the research, design and purchasing process.
 
 
 
 We deliver deep industry intelligence, customized marketing programs and measurable campaign performance.
 
 
 
 For industrial suppliers, IEEE GlobalSpec offers marketing programs and services that provide measurable engagement and tangible results, delivering your message and product information to your target audience - online and in their inboxes - during all phases of their search, research, design and purchasing cycles. We provide branding, exposure and engagement opportunities for your company, products and services to the largest engineering community available.",1
Leading Provider of Communications Installation Services Since 1999,2
"HackerRank is a technology hiring platform that is the standard for assessing developer skills for over 1,000 companies around the world. By enabling tech recruiters and hiring managers to evaluate talent objectively at every stage of the recruiting process, HackerRank helps companies hire skilled developers and innovate faster.",3
"Over the last two decades our mission has evolved dramatically. First in the area of communications Internet, wireless, and data transmission and then into broader digital applications that improve our customers worlds every day, whether theyre residential, business or government. Hawaiian Telcom has become deeply engaged in a wide variety of new products and services. From the fiber that feeds your 4G wireless network to digital television. From VoIP Hosted Voice to virtual colocation. From enabling new office towers with fiber for greater connectivity to laying new undersea cables across the Pacific to Asia. Today, Hawaiian Telcom is offering 1 Gig broadband service, providing state-of-the-art cloud services for businesses, and expanding Hawaiis largest next-generation fiber network. We employ more than 1,300 technology, communications and customer service professionals.
 
 
 
 We serve Hawaii, our home. And well continue to serve Hawaii as we grow and expand.
 
 
 
 All of us at Hawaiian Telcom are proud to be recognized as Hawaiis Technology Leader.",3
Hirewire is an on demand hiring marketplace where employers can connect with job seekers in real time.,2
"Houston and Austin, TX / HostGator is a leading provider of shared, reseller, VPS & dedicated hosting.",3
"HostMySite is a customer-focused, web hosting company based out of Newark, Delaware.  Offering Small Business Hosting solutions including: Cloud Hosting, VPS, Dedicated, Shared Web Hosting, and Hosting Reseller Solutions. HostMySite is a Parallels Platinum Partner and Microsoft® Gold Certified Partner for Networking Infrastructure Solutions and Advanced Infrastructure Solutions. The company’s front-line support team consists of skilled hosting administrators committed to excellence in customer service.
  
HostMySite is a division of HOSTING, a leading provider of managed Cloud services to a global customer base.",3
"Houzz is the leading platform for home remodeling and design, providing people with everything they need to improve their homes from start to finish. From decorating a small room to building a custom home and everything in between, Houzz connects millions of homeowners, home design enthusiasts and home improvement professionals across the country and around the world. With the largest residential design database in the world and a vibrant community empowered by technology, Houzz is the easiest way for people to find inspiration, get advice, buy products and hire the professionals they need to help turn their ideas into reality.

Our mission is to provide the best experience for home renovation and design, connecting homeowners and home professionals with the best tools, resources and vendors. ",2
"Email marketing reimagined. 
 
 Easy. Affordable. Designed for your needs. 
 
 
 
 iContact's email marketing platform helps businesses of all sizes get results. Whether you are a small business just getting started, a non-profit looking to spread your message, a professional marketer looking for maximum campaign strategy, or a high-volume sender with millions of subscribers, iContact offers a plan to meet every email and marketing automation need. We built our platform with YOUR success in mind.",1
"InMobi is a global provider of enterprise platforms for marketers. Whether youre looking to reach audiences in the U.S., China or any other market, InMobi's 1.6 billion mobile users provide the global scale you need to grow your business. 
 
 
 
 As ...",3
"Insurity is one of the largest property and casualty insurance technology and services providers with more than 700 employees and 250 clients. With more than 30 years of domain expertise, we have combined a deep understanding of the insurance business and technology expertise into a singular focus: empowering our clients with innovative and flexible technology that allows them to meet their business goals and offer a simplified insurance experience. We are passionate about continually building a great company with our most valued asset, our team members.
 
 
 
 For more information about Insurity, call 860-616-7721 or visit www.insurity.com.",1
"Intcomex is a premiere value-added distributor of IT products focused solely on serving Latin America and the Caribbean. It distributes computer equipment, components, peripherals, software, computer systems, accessories, networking products and digital consumer electronics to more than 40,000 local customers in over 45 countries. It offers single source purchasing to its customers by providing an in-stock selection of more than 5,700 products from over 220 vendors, including many of the world's leading IT products manufacturers. 
 
 It serves the Latin American and Caribbean IT products markets using a dual distribution model. It operates 3 as a Miami-based wholesale aggregator and an in-country distributor.
 
 Its major sales and distribution operations originate from a centralized state-of-the-art 221,000 square foot warehouse and headquarter facility in Miami, Florida, USA.",3
