coLiID,coLiURL,coWebSite,coIndustry,coSize,coType,Company_Name,liCompanyLogoUrl,Company_Description,Class_Label,"Consulting = 1
Non-Consulting = Blank",Keyword,employeeCount,addrStreetAddr1,addrLocality,addrRegion,addrPostalCode,addrCountryName,youtube_link,instagram_link,facebook_link,linkedin_link,twitter_link,keywords,description,response_code
12508,https://www.linkedin.com/company/12508,http://www.eci.com,Information Technology and Services,201-500 employees,Privately Held,Eze Castle Integration,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAZ2AAAAJDc2YjZmMjZkLTg4MDgtNDFiNy04YzRlLTJkNzBiOTQxNjExZQ.png,"Eze Castle Integration is the leading provider of private cloud services and IT solutions to alternative investment firms worldwide, including hedge funds and private equity firms. Today, more than 650 investment firms entrust their applications and technology operations to us and for good reason. 

Our Eze Private Cloud is the premier global cloud platform that was built to deliver high performance, applications and exceptional user experience. And our global IT service organization is available to assist clients 24x7x365 and is unmatched in designing, procuring, deploying and managing IT and telecommunications environments.

Eze Castle Integration’s other products and services include Private Cloud Services, Cybersecurity Services, Technology Consulting, Outsourced IT Support, Professional Services, Managed Services, Project & Technology Management, Telecommunications, Business Continuity Planning and Disaster Recovery, Storage, Archiving, Colocation and Internet Service.  

Eze Castle Integration is headquartered in Boston and has offices in Chicago, Dallas, Hong Kong, London, Los Angeles, Minneapolis, New York, San Francisco, Singapore, and Stamford.",1,,"cloud services and IT solutions, to alternative investment firms, ",,"260 Franklin Street, 12th floor",Boston,MA,2110,United States,[],[],[https://facebook.com/EzeCastle],[https://linkedin.com/company/eze-castle-integration],[https://twitter.com/EzeCastleECI],"[eze castle integration, hedge fund technology, hedge fund cloud, hedge fund private cloud, eze private cloud, outsourced IT, outsourced technology, new york hedge fund technology, new york hedge fund cloud, private equity cloud, private equity outsourcing, private equity technology, what is a hedge fund, how to start a hedge fund, launching a hedge fund]","[Winner of numerous awards, Eze Castle provides financial firms with complete managed IT, cyber and cloud solutions: private, public and hybrid.]",200
19596,https://www.linkedin.com/company/19596,http://www.comm-works.com,Information Technology and Services,201-500 employees,Privately Held,Comm-Works,,"Since 1995, Comm-Works has been a leading technology integrator providing repeatable, consistent, high-quality and timely IT deployments to organizations worldwide. Leveraging our global reach and industry knowledge, we act as an extension of our clients to deliver consistent retail technology deployment and lifecycle management solutions.",1,,"deployments to organizations, ",,"1405 Xenium Lane North, Suite 120",Minneapolis,MN,55441,United States,[],[],[],[],[],[],"[Comm-Works acts as an extension of your company to deliver scalable, consistent and high-quality network technology deployment & managed IT services.]",200
14171,https://www.linkedin.com/company/14171,http://www.cherryroad.com,Information Technology and Services,201-500 employees,Privately Held,CherryRoad Technologies Inc.,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAX4AAAAJGUxYmMyMzQyLWQ2OTktNDBlYS1iZDcyLThiMTE0MDE5MGQ1MQ.png,"At CherryRoad, our clients entrust us with the success of their IT solutions, whether we’re delivering on-premise ERP, cloud-based application management, business intelligence, process optimization, or change management consulting. Throughout our 30-year history we’ve successfully partnered with hundreds of public sector and commercial clients to modernize, optimize and manage their back-office functions. Headquartered in Morris Plains, N.J. with offices across the U.S., we’ve earned a solid reputation for combining technology, organizational, functional, and vertical market expertise into practical solutions that deliver results – on-time and on-budget.  For more information, visit www.cherryroad.com.",1,1,,,Suite 2C,Morris Plains,NJ,7950,United States,[],[],[],[],[],[],"[Comm-Works acts as an extension of your company to deliver scalable, consistent and high-quality network technology deployment & managed IT services.]",
96716,https://www.linkedin.com/company/96716,http://www.usmsystems.com,Information Technology and Services,501-1000 employees,Privately Held,USM Business Systems,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAX_AAAAJGRlNWZjYWFlLTc3MDgtNDYzOS05ZjFkLTQ5NDhhNjVkMWE3MQ.png,"USM Business Systems Inc. is a rapidly growing global System Integrator, Software and Product Development, IT Outsourcing and Technology services provider headquartered in Chantilly, VA. We offer world-class expertise in providing highest quality and services through industry best practices intended to deliver unprecedented value to our clients. 

Utilizing our industry knowledge, administration service offering expertise and innovation abilities, we distinguish new business and innovation slants and create answers for help customers around the globe, giving top of the line solid and practical IT benefits which are cost effective services.

 Established in 1999, the organization has corner qualities in building and dealing with a Business Oriented IT environment with rich involvement in technology innovation, ERP and CRM counselling, Product Engineering, Business Intelligence, Data Management, SOA, BPM, Data Warehousing, SharePoint Consulting and IT Infrastructure. Our other offerings include modified solutions and administrations in ERP, CRM, Enterprise architecture, offshore advisory services and e-commerce.

 USM, a US ensured Minority Business Enterprise (MBE) is perceived as one of the fastest developing IT Systems Integrator in the Washington, DC zone. Most as of late, USM was positioned #9 on the rundown of the Top administrations organizations in the DC Metro Area – Washington Business Journal (2011). We are a project-driven firm that reliably meets the IT needs of our State and Government customers through development and business keenness.

For career opportunities with us, kindly visit: http://www.usmsystems.com/careers/",1,,"Product Engineering, Business Intelligence, Data Management,",,"14175 Sullyfield Circle, Suite # 400",Chantilly,Virginia,20151,United States,[https://youtube.com/user/usmsystemsofficial],[],[https://facebook.com/usmbusinesssystems],[https://linkedin.com/company/96716],[https://twitter.com/Usmsys],[],"[USM helps organizations develop enterprise security strategy and vision, define roadmaps and priority areas with vulnerability assessments & security risk. We offer it for businesses in Chantilly, Virginia, Dallas, Texas, USA and for the global market.]",200
18583,https://www.linkedin.com/company/18583,http://www.professionalaccess.com,Information Technology and Services,501-1000 employees,Privately Held,Professional Access,,"Professional Access (PA), a Zensar Technologies Company, is an Oracle Platinum Partner and industry leader specialized in Oracle Commerce implementations. PA has successfully led and delivered over 175 implementations for Fortune 2000 brands. PAâ€™s end-to-end offerings around Commerce Consulting, Technology Delivery and Business Operations, are positioned as a one-stop-shop to meet diverse needs of clients in their commerce journey. 

With Industry-specific Solution Frameworks and Technology Accelerators combined with the largest talent pool of Oracle Commerce experts, PA has uniquely enabled clients to maximize their ROI with faster time-to-market and competitive differentiation. 

For more information, visit our website at http://www.professionalaccess.com.",1,1,,,"55 Broad Street,, 30th Floor,",New York,NY,10004,United States,[https://youtube.com/user/usmsystemsofficial],[],[https://facebook.com/usmbusinesssystems],[https://linkedin.com/company/96716],[https://twitter.com/Usmsys],[],"[USM helps organizations develop enterprise security strategy and vision, define roadmaps and priority areas with vulnerability assessments & security risk. We offer it for businesses in Chantilly, Virginia, Dallas, Texas, USA and for the global market.]",
15425,https://www.linkedin.com/company/15425,http://www.sscomp.ae,Information Technology and Services,201-500 employees,Privately Held,Seven Seas Computers,,"Seven Seas (www.sscomp.ae) is a premier ISO 9001:2000 certified end-to-end ICT solutions provider. Seven Seas delivers technology solutions and services in business software, data networking, business continuity and data center, enterprise and high availability, voice solutions, information security, intelligent building management systems (IBMS), smart homes, value added IT services, corporate procurement and consulting. Our domain expertise is in banking, hospitality, oil & gas, real estate and medium to large family businesses. With over 350 professionals, (of whom 270 are based in the UAE), comprising software engineers, industry certified design and support engineers, project and program managers, customer relationship managers and domain specialists, across its offices, Seven Seas delivers effective cross-domain ICT solutions to over 1000 customers.

 
Founded in 1983 in the United Arab Emirates, Seven Seas has grown rapidly into a diversified solutions provider with international presence, in Sri Lanka, Malaysia and Singapore. Seven Seas’ international projects group has successful references across the Middle East, as well as Eastern and Central Africa. 

Seven Seas partners with leading technology vendors including HP, IBM, Microsoft, Computer Associates, Cisco, Foundry Networks, Stonesoft, RSA, Symantec, Avaya, Mitel, Legrand, Brand Rex, Infraplus and BT Syntegra, among others. Seven Seas' strategic intellectual property includes its flagship application, momentohs®, an innovative and integrated modular Enterprise Software for the hospitality industry.",1,,"ICT solutions provider, services in business software, business continuity, data center, enterprise,",,"72B Umm Hureir Road, Off Za'abeel Road",Dubai,Dubai,P.O. Box 8469,United States,[],[],[https://facebook.com/pages/Seven-Seas-Computers-LLC/223661327670402],[],[https://twitter.com/SEVEN_SEAS_1983],[],[],200
93993,https://www.linkedin.com/company/93993,http://www.neology-rfid.com,Information Technology and Services,201-500 employees,Privately Held,NEOLOGY INC,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAJLAAAAJGNhZmVhMjZkLTY5N2ItNDMwNi1iNzI4LThlNTU4MzBiZjhhOA.png,"Neology is a technology leader in RFID supplying both private industry and governments worldwide with advanced end-to-end solutions.

Our proven systems and installations featuring our advanced technology solutions have proven essential in applications ranging from Electronic Vehicle Registration (EVR), Electronic Toll Collection (ETC), Border Control, Parking, Access Control, as well as eID related applications including Electronic Documents, Driver Licenses, and Passports.

Headquartered in San Diego, California, the company also maintains an operations and solutions center in Mexico City, Mexico, supporting customer projects across a broad range of locations.",1,,"private industry, governments worldwide, Electronic Vehicle Registration, ",,,,,,United States,[https://youtube.com/user/NeologyRFID],[],[],[https://linkedin.com/company/neolog],[https://twitter.com/NeologyRFID],"[neology, rfid, vehicle identification, vehicle tracking, 6c, evr, tolling, vehicle registration]","[Neology is a technology leader supplying private industry and governments with advanced tolling, ITS, and ALPR solutions.]",200
11375,http://www.CatapultSystems.com,http://www.CatapultSystems.com,Information Technology and Services,201-500 employees,Public Company,Catapult Systems,https://media.licdn.com/mpr/mpr/shrink_400_400/AAEAAQAAAAAAAAhvAAAAJDdiZjg5OWUyLTI0NGYtNGRlMi1iZDBmLWQwYjUxMTAxMTFlMA.png,"Catapult is a full-service consulting firm that uses technology to solve complex business challenges, delivering exceptional value to our clients based on their priorities and timeframes. Recognized as the 2016 Microsoft Partner of the Year (U.S.), Catapult specializes in digital transformation and cloud-based technologies. We work on behalf of our clients to imagine, build, and sustain IT-enabled business solutions that people love to use. Catapult has offices in Austin, Dallas, Denver, Houston, Phoenix, San Antonio, Tampa and Washington, D.C.",1,,"solve complex business challenges, IT-enabled business solutions,",332,"1221 South Mopac Expressway, Suite 350",Austin,TX,78746,United States,[],[],"[https://facebook.com/catapultsystems, https://facebook.com/catapultsystems?linkid=ftm]","[https://linkedin.com/company/11375, https://linkedin.com/company/11375?linkid=ftm]","[https://twitter.com/CatapultSystems, https://twitter.com/CatapultSystems?linkid=ftm]",[],[Catapult Systems is a modern IT consulting services firm that builds and sustains IT-enabled business solutions that people love to use.],200
33655,https://www.linkedin.com/company/33655,http://www.rkdixon.com,Information Technology and Services,201-500 employees,Public Company,RK Dixon,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAApZAAAAJDQyODI0ZWI2LTE0NWYtNDc4OS04MTgyLTA5ZTE5Yzk2OTk2Nw.png,"Now in our third decade of growth, RK Dixon has become a leading provider of copiers, printers, managed print services, IT solutions and pure water drinking systems in each of the business communities it serves. During our history, RK Dixon has grown steadily and continued to offer advanced technologies to our customers. 

Throughout the years, we have expanded our business by adding several new product lines and negotiated three successful corporate acquisitions, increasing our market to eight locations in Iowa and Illinois. RK Dixon has always been a family business guided by family values. Bryan Dixon serves as CEO and Jeff Dixon is President of Information Technology. 

We service 120 counties in Iowa, Illinois and Wisconsin with office locations in Davenport, Marshalltown, Urbandale, Iowa, Bloomington,  Champaign, Peoria, Rockford and Springfield, Illinois. As we have grown, our commitment to our customers has never changed. We employ approximately 240 people dedicated to providing the highest level of service to our customers.

Over the past 32 years, RK Dixon has continuously shown its commitment to customers by matching the best product with their customers'​ needs. They partner with a variety of the industry's most respected technological companies to help reduce costs and provide solutions ensuring that ""Everything Just Runs Better""​.",1,,"successful corporate acquisitions, pure water drinking systems in each of the business communities, ",,5700 Utica Ridge Road,Davenport,IA,52807,United States,[https://youtube.com/user/rkdixon],[],[https://facebook.com/rkdixon],[],[https://twitter.com/rk_dixon],[],"[When you want highly efficient document technology and IT solutions for your business, we're here for you. With RK Dixon, Everything just runs better™.]",200
44487,https://www.linkedin.com/company/44487,http://www.knacksystems.com/,Information Technology and Services,201-500 employees,Privately Held,Knack Systems,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAmmAAAAJDExMTY2ZmEzLTYwYTAtNDI3Ni04M2EyLWJlYzIwZTdmOTIxYQ.png,"Knack Systems is a co-innovation and Gold Services partner of SAP with a focus around Customer Management which includes Cloud Solutions, HANA, BI and SCM. Knack Systems’ provides end to end services in SAP transformation programs including solution road-maps, implementations, integration services, roll-outs, support, upgrades, testing and package evaluations. With over 14 years of experience providing SAP consulting services, Knack Systems has developed a robust Global Delivery Model with three offshore locations and successfully delivered multiple SAP CRM, SAP ECC, BI, SCM and TPM programs globally.
Knack Systems’ has developed products with SAP for Social Media - Facebook, Sales Methodologies - Miller Heiman, Upgrade toolkits, etc. These innovations are featured on SAP’s EcoHub and are also being deployed at multiple client sites.

Knack Systems’ has developed the blueprint and best practices on how organizations migrate from a CRM On-Premise installation to a cloud infrastructure. The solution provides the underlying technology designed for SAP Cloud for Sales, Cloud for Service and Cloud for Marketing. Knack System also offers various SAP Rapid Deployment Solutions that come with a predefined scope and fixed cost.

We are happy to be supporting world’s leading organizations like Sony, L’Oreal, PepsiCo, American Standard, Sanofi Aventis, Kennametal, Sharp, Bose, Lennox International, DTE Energy, Reliant Energy, Dow Chemical and others in their IT initiatives.",1,1," focus around Customer Management, providing SAP consulting services",,"1 Woodbridge Center, Ste.335",Woodbridge,New Jersey,7095,United States,[https://youtube.com/channel/UC7I0xxrhcXacGE9Gf47yG5g],[],[https://facebook.com/KnackSystems],[https://linkedin.com/company/knack-systems],"[https://twitter.com/@KnackSystems, https://twitter.com/knacksystems]",[],"[Knack System is a certified SAP consulting partner. We provide cutting-edge SAP business solutions – consultation & implementation services for Cloud CRM Solution, SAP Hybris Cloud for Service, SAP Hybris Cloud for Sales and more. Call +1-732-596-0110]",200
23163,https://www.linkedin.com/company/23163,http://www.inforeliance.com,Information Technology and Services,201-500 employees,Privately Held,InfoReliance,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAg2AAAAJGE5ZmY5MmYzLWVhYjItNGVmMi05MDYzLTcwNjY2ZjVlNTk2Ng.png,"When organizations need to be on time—and on budget—they call InfoReliance. We’ve established a track record of dependability, professionalism and credibility.

InfoReliance has helped dozens of federal agencies minimize risk and leverage technology investments. Our consultants design, develop, deploy, and secure enterprise IT solutions that transform the business operations of clients across the globe. From war zones to local and foreign offices, our global reach gives government agencies access to the services they need most.

From the integration of large-scale information systems to ensuring the integrity and security of data, our enterprise solutions enable our clients improve data management, perform critical analysis, make confident decisions, and meet mission requirements.",1,,"helped dozens of federal agencies, government agencies access, ",,"4050 Legato Road, Suite 700",Fairfax,VA,22033,United States,[],[],[https://facebook.com/ECStechHQ],"[https://linkedin.com/company/ecstechhq, https://linkedin.com/company/265294]",[https://twitter.com/ECStechHQ],[],[],200
88293,https://www.linkedin.com/company/88293,http://www.amyx.com,Information Technology and Services,201-500 employees,Privately Held,"Amyx, Inc.",,"At Amyx, our mission is to exceed our customer's expectations on every contract, to provide an environment that encourages, recognizes and rewards the extraordinary contributions of our employees, and to advance and support the communities in which we work and live.

Amyx. is a management and technical solutions provider and a ""trusted partner""​ to our Federal Government clients on programs of national importance. We understand that successful programs require superior performance and a level of trust achieved through genuine rapport with the customer. Award-winning results have propelled Amyx to become one of the fastest growing businesses in the Washington Region. 

Amyx's service offerings include: 
         - Program Management and Acquisition Support 
         - Systems Engineering and Implementation 
         - Enterprise Architecture 
         - Business Process Transformation 
 
Amyx is also a Microsoft Certified Partner and a recognized leader in leveraging Microsoft platforms, applications, and associated information systems. Amyx currently qualifies as a Small Business under all NAICS codes that use either the new $7 Million and $25 Million SBA thresholds.  We also hold a Top Secret Facility clearance.

Amyx services can be easily retained by using the General Services Administration (GSA) IT and MOBIS schedule contracts, Government Wide Acquisition Contracts (GWACs), Indefinite Delivery/Indefinite Quantity (ID/IQ contracts), and Blanket Purchase Agreements (BPAs).",1,,"management and technical solutions provider, to our Federal Government clients, Acquisition Support, ",,12355 Sunrise Valley Drive Suite 520,Reston,Virginia,20191,United States,[],[],[https://facebook.com/pages/Amyx-Inc/1615424122025302],[https://linkedin.com/company/amyx-inc-],[https://twitter.com/amyxinc?lang=en],[],[],200
12662,https://www.linkedin.com/company/12662,http://www.fusionalliance.com,Information Technology and Services,201-500 employees,Privately Held,"Quick Solutions, LLC",,"Quick Solutions, LLC and Fusion Alliance, Inc. combined businesses in October 2014. Since then, we have continued to operate in our respective markets under separate brands, so that we could effectively integrate the two firms.
 
We are now pleased to announce the adoption of the Fusion Alliance brand across all three geographies. Quick Solutions is now Fusion Alliance! As one entity, we will deliver even more strategic, technology-enabled solutions to power your business. Fusion Alliance delivers actionable insights, customer experiences and human-driven technologies that transform the way our clients envision and shape their businesses.  

On Friday, April 29th this page will close. Please follow Fusion Alliance at https://www.linkedin.com/company/13538. We look forward to engaging with you on our Fusion Alliance company page, while sharing insights, experiences, job offerings and industry news and trends.
                                                                                                                               
At Fusion Alliance, we value our people, partnerships and performance, striving to look beyond today’s opportunity to see your business more completely and help you gain a clearer perspective on tomorrow’s possibilities.",1,,"Technology-enabled solutions, power your business, ",,"440 Polaris Pkwy, Ste 500",Westerville,OH,43082,United States,[https://youtube.com/user/FusionAlliance],[],[],[https://linkedin.com/company/fusion-alliance],[https://twitter.com/#!/fusionalliance],"[sitecore,cloud,cloud implementation,cloud strategy,financial,on-premises,technology,technology solutions,pfc,primary financial,machine learning,technology solution,technology strategy,transformative technology,financial services,credit,analytics,big data,customer engagement,banks,credit cards,data,deep learning,financial institution,energy,electric,energy supplier,infrastructure,website,sharepoint,oracle,systems center,erp,utility,automated testing,software testing,software,software development,customer experience,cx,email,email optimization,process improvement,case study,customer journey map,digital,email marketing,m/i,optimization,data analytics,modeling,simplicd,retail,restaurant,digital analytics,digital strategy,donatos,website redesign,digital technology]","[Fusion Alliance takes ideas to execution by uncovering insights, redefining customer experiences, and building solid strategy and technology foundations.]",200
83745,https://www.linkedin.com/company/83745,http://www.metrostarsystems.com/,Information Technology and Services,201-500 employees,Privately Held,MetroStar Systems,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAYvAAAAJDNjYzRkNmRjLTU3ZWUtNDljNy04YjVjLTdmZTBjNzQ0OTdkNQ.png,"MetroStar Systems is an information technology services and management consulting company specializing in emerging technologies within the public sector. MetroStar Systems has set itself apart for having hybrid methodologies that blend the best agile product development and iterative consulting techniques in the industry. IDG’s Computerworld has also recognized MetroStar Systems as a 2016 “Top 100 Best Places to Work in IT.”

Our motto: Innovation doesn't take a break and neither do we. 

We are ripe and fearless developers, designers, architects, and human factors engineers that work together to develop innovative solutions for our clients. 

For additional information on our career opportunities, visit http://www.metrostarsystems.com/careers/",1,1,,,1856 Old Reston Ave.,Reston,Virginia,20190,United States,"[https://youtube.com/user/metrostarsystems, https://youtube.com/player_api]",[https://instagram.com/metrostarsystems],"[https://facebook.com/metrostarsystems, https://facebook.com/share.php?u=https%3A%2F%2Fmss.fyi%2F2oZ3mZf]",[https://linkedin.com/company/metrostar-systems],[https://twitter.com/MetroStarSystem],[],"[MetroStar Systems creates award-winning enterprise, digital, and cybersecurity solutions that help public and private sector clients achieve their mission.]",200
16127,https://www.linkedin.com/company/16127,http://www.matlensilver.com/,Information Technology and Services,201-500 employees,Privately Held,Matlen Silver,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAe6AAAAJDgyY2NiZDBiLTNiODctNDhjOS1hN2NiLTkwMjU3MWE0M2JiMA.png,"Matlen Silver is the hardest working staffing team in the U.S. We do what we know is right for consultants and companies, creating a unique and powerful recruiting and talent experience.

We don’t just say we’re hard working. We are.

We don’t just invest in great people, we invest in people with guts, who don’t stand alone with integrity, but together as one united front.

Our core is a powerhouse that can’t be described, but should be experienced.",1,,"right for consultants and companies, ",,"1140 Route 22 East, Suite 310",Bridgewater,NJ,8807,United States,[],[https://instagram.com/matlensilver],[https://facebook.com/MatlenSilver],[https://linkedin.com/company/matlen-silver],[https://twitter.com/MatlenSilver],[],"[We are the hardest working team in staffing, rolling up our sleeves to do talent recruitment right. Learn more about Matlen Silver IT staffing services.]",200
11264,https://www.linkedin.com/company/11264,http://www.healthvision.com,Information Technology and Services,201-500 employees,Public Company,Healthvision,,"Responsible for a variety of day-to-day functions within the Human Resource (HR) umbrella, including; employee relations, payroll, recruitment, employee development as well as benefit & compensation administration. Worked closely with management and employees to improve work relationships, build morale, increase productivity and retention; provided HR policy guidance and interpretation; and exhibited the ability to interact effectively with various types of people.

Managed the payroll process for US, Canada and UK; maintained payroll records according to company policies and procedures; resolved concerns regarding payroll issues; developed process improvements to ensure accuracy and integrity of HRIS; and communicated payroll changes and issues to field and corporate personnel.

Coordinated full-cycle recruitment activities; established partnerships with hiring managers in order to understand their business goals & objectives; maintained job postings through various media, and distributed recruiting status reports.",1,,"employee relations, payroll, recruitment, business goals & objectives, ",,,,,,United States,[],[https://instagram.com/matlensilver],[https://facebook.com/MatlenSilver],[https://linkedin.com/company/matlen-silver],[https://twitter.com/MatlenSilver],[],"[We are the hardest working team in staffing, rolling up our sleeves to do talent recruitment right. Learn more about Matlen Silver IT staffing services.]",
97140,https://www.linkedin.com/company/97140,http://www.zanett.com,Information Technology and Services,201-500 employees,Privately Held,zanett,,"Zanett is an information technology consulting, services and outsourcing company that accelerates enterprise performance through professional services and industry-specific solutions for Fortune 500 companies, midsize enterprises and government entities. Zanett was named Best Consulting Firms to Work For by Consulting Magazine in 2012 and 2013 and 7 Small Jewels Award 2014.  

Consulting services include business process strategy, application development and management, business system upgrades and implementation, change management, project management, systems integration, infrastructure management and managed services. 

Zanett uses small, expert project teams that deliver high-value, measurable results by working collaboratively with clients through a user-centered, technology-based and business-driven solutions methodology. This approach enhances return-on-investment for clients by significantly reducing the time and risk associated with designing and implementing complete integrated solutions. 

The Zanett Real Enterprise Value (REV™) methodology creates alignment between client business objectives and their technology initiatives. The end product is: enhanced organizational effectiveness, flexibility to respond to changing business dynamics, and delivery of timely management information.",1,1,"accelerates enterprise performance, information technology consulting,  midsize enterprises,  government entities,",,,New York,NY,10022,United States,[],[https://instagram.com/matlensilver],[https://facebook.com/MatlenSilver],[https://linkedin.com/company/matlen-silver],[https://twitter.com/MatlenSilver],[],"[We are the hardest working team in staffing, rolling up our sleeves to do talent recruitment right. Learn more about Matlen Silver IT staffing services.]",
44178,https://www.linkedin.com/company/44178,http://www.dwpractice.com,Information Technology and Services,201-500 employees,Privately Held,DW Practice,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAXCAAAAJDRmYjZkOTA1LWVjMjYtNDg5Ny05M2FhLWEzMmNkYTc5M2JiYQ.png,"DW Practice, LLC is a specialist Data Warehousing, Business Intelligence (BI) and Big Data Services Company. DW Practice has been delivering innovative data management services for over 15 years. We have successfully deployed several large DW-BI-Big Data projects around the world for Fortune 500 and mid-market clients.

Anvizent is a product of DW Practice. It is the most comprehensive manufacturing analytics solution for business performance management.",1,,"specialist Data Warehousing, Business Intelligence, innovative data management services,  for Fortune 500, For mid-market clients, ",,"5901 Peachtree Dunwoody Road, Suite C-160",Atlanta,GA,30328,United States,[],[],[],[],[],[],[],200
68077,https://www.linkedin.com/company/68077,http://www.epro-tech.com,Information Technology and Services,201-500 employees,Privately Held,E*Pro Inc,,"E*Pro Technologies is a world class IT solution provider offering technology solutions and managed services in verticals such as Customer Contact, Health care and Finance (banking & trading). Headquartered in the United States and with delivery centers in India, E*Pro has extended its services across the globe. E*Pro has evolved from being a business consulting company in its early stages to an one stop IT solution provider over the years.

With our on-site offshore engagement model, ability to innovate, top-down approach and industry experience, we offer cost effective, customized and immaculate IT solutions after an in-depth analysis of your business.

With our team’s broad functional and deep domain knowledge across various technologies, we offer business & technology consulting services, product development, custom software development, 24 x 7 production support and QA/testing services.

As a Microsoft Gold Partner, E*Pro integrates Microsoft technologies and our services into complete, end-to-end solutions that lets you deliver actionable business insights, more flexible agile systems, and improved collaboration and infrastructure services to your business. Together with Microsoft, E*Pro can help you 'value-up'​ your current systems with cost-effective, business-driven solutions that return a faster time-to-value.",1,,"offering technology solutions, Customer Contact, Health care,  Finance (banking & trading), deliver actionable business insights, ",,"1000 Route 9 North, Suite 303",Woodbridge,NJ,7095,United States,[],[],[],[],[],[],[],
23705,https://www.linkedin.com/company/23705,http://www.mcfadyen.com,Information Technology and Services,201-500 employees,Privately Held,McFadyen Digital,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAjyAAAAJGNiNzk3MTIyLTY0NTktNDQ4Yy05ZTExLTU3OGM2YTNiNGU1ZA.png,"MCFADYEN DIGITAL (Previously McFadyen Solutions) is a leading digital agency with 20 years of experience helping global brands shape the future of Omni-channel commerce, marketing and service delivery. Hundreds of MCFADYEN clients achieved digital success with MCFADYEN’s advisory, creative, and technical services which often leverage Oracle software. 

Our consultants work with clients to reinvent their digital strategy with collaborative interactions that forms the core of our philosophy of creating happier relationships with customers. Be it Technology Consulting or Systems Integration or Omni-Channel commerce solutions or Digital Marketing Advisory or User Experience Services, MCFADYEN DIGITAL offers 360 degree services to customers to help them win big in the market.

Headquartered in the US with offices in India and Brazil, MCFADYEN DIGITAL has several hundred professionals serving clients round the clock. Visit www.mcfadyen.com to learn more",1,,"helping global brands, ",,"8230 Old Courthouse Rd, 5th Floor",Vienna,VA,22182,United States,[],[],[],[],[],[],[],
47553,https://www.linkedin.com/company/47553,http://www.serenityinfotech.com,Information Technology and Services,201-500 employees,Privately Held,"Serenity Infotech, Inc.",,"Serenity Infotech is a global provider of software solutions and consulting services to Fortune 500 and SMB organizations, assisting these clients in the entire process of planning, selecting, implementing, upgrades and supporting the system to address enterprise-wide information management goals, around ERP applications. 

For over 12 years Serenity has helped define our client needs, find the best enterprise solution and then provide effective implementation services, from a very unique hybrid onsite/offsite implementation and post production environment.",1,1,"consulting services, Fortune 500 and SMB organizations,",,"950 Scales Rd., Suite 104",Suwanee,GA,30024,United States,[],[],[],[],[],[],[],
27510,https://www.linkedin.com/company/27510,http://www.calanceus.com/,Information Technology and Services,501-1000 employees,Privately Held,Calance,,"Calance is an IT Services firm, providing Application Development & Support, IT Infrastructure Managed Services, pre-defined/pre-built Solutions, and IT Staffing. Operating in the United States and India, we help our clients bring their ideas and strategies to life through talent, technology and tenacity..

We provide the following services:

- Development
- Managed Services
- IT Staffing
- Solutions

Leveraging leading technology solutions and 25+ years of experience, we are able to assist clients in solving complex business issues and managing critical implementations, enabling their transformations to new technologies.",1,,"providing Application Development, pre-defined/pre-built Solutions,  IT Staffing, solving complex business issues,",,"23046 Avenida de la Carlota, Suite 750",Laguna Hills,CA,92653,United States,[https://youtube.com/channel/UC_jORjgaM0OnpQh6f5kr51g/videos],[],[https://facebook.com/CalanceUS],[https://linkedin.com/company/calance],[https://twitter.com/calanceusa],[],"[Our 20+ years of experience & relationships have given us a talented team as well as long lasting relationships with our customers. Providing high quality & innovations allow us to create customized IT Solutions for a fraction of the price.
]",200
64824,https://www.linkedin.com/company/64824,http://-,Information Technology and Services,201-500 employees,Privately Held,Nesco,,"NES was established 30 years ago in order to provide personnel resources into key market areas. With divisions specialising in IT, Construction, Rail, Energy + more. With an emphasis on quality the company continues to grow on a global basis.
A preferred IT supplier to UK government within Project/Programme management and niche market specialists along with HR Consultants..",1,," IT supplier to UK government, Project/Programme management,",,,,,,United States,[https://youtube.com/channel/UC_jORjgaM0OnpQh6f5kr51g/videos],[],[https://facebook.com/CalanceUS],[https://linkedin.com/company/calance],[https://twitter.com/calanceusa],[],"[Our 20+ years of experience & relationships have given us a talented team as well as long lasting relationships with our customers. Providing high quality & innovations allow us to create customized IT Solutions for a fraction of the price.
]",
