,Company_Description,Class_Label
295,"TUSA, Inc., dba TERiX Computer Service is a global independent data center maintenance services company serving some of the largest brands in a variety of enterprise verticals including banking/finance, pharmaceuticals, manufacturing and major retail, as well as to government agencies.  TERiX delivers best in class hardware support service in server, storage and network systems with a focus on the customer, second to none.

SIGN UP FOR TERiX WHITEPAPER SERIES:   http://www2.terix.com/whitepapers

Request a consult:  888-848-3749 or Sales1@TERiX.com",1.0
296,"About AVID Technical Resources:

AVID (Applications, Voice, Internet, Data) Technical Resources is a leading Information Technology recruiting company.  Specializing in placing contract and permanent personnel in both Infrastructure Support and Applications Development positions, AVID has a national presence supporting clients ranging from small businesses to Fortune 100 companies. 

Headquartered in Boston, MA, AVID has achieved tremendous growth since the firm’s inception in 2003.  This has triggered numerous national awards and recognition, such as being named to Inc. 500 Magazine’s list of 5,000 Fastest Growing Privately-held Companies in the US in 2010, 2011 and 2013.  Additionally, the firm boasts of having more than 100 five-star reviews on Google from clients and candidates who rave about their experience and interaction with the firm’s recruiters.",1.0
297,"Conclusive Analytics, a wholly-owned subsidiary of  Marketing Associates, provides analytic-driven sales and marketing solutions which enable our customers to grow revenue and increase profitability.

With offices in Detroit, MI,  Charlotte, NC,  Wilmington, DE and Shanghai, China, our combined company has a team of 350 supporting a full suite of services:

Analytics Services - Database Marketing, Big Data Analytics, Visualization/Reporting, and Managed Analytics  as a Service (MAaaS)

Technology Solutions - Application Design and Development, Application Management Services, Private Cloud Hosting Solutions

Marketing Services - Brand Development, Digital Marketing, and Relationship Marketing/CRM

Career Opportunities
Interested in joining a fast-paced, dynamic team? We are seeking individuals with quick-thinking, agile mentalities to support our clients in discovering actionable analytics daily.

Interested? Visit ConclusiveAnalytics.com/Career-Opportunities/ to see more information.",1.0
298,"DataVox Summary

Established in 1988, DataVox offers businesses the convenience of working with a single advanced technology partner to design, coordinate, implement, service and maintain all aspects of their telephony, information technology, infrastructure, audio visual and security systems. Headquartered in Houston, Texas, DataVox has over 200 employees and serves over 7000 customers. Our award-winning customer service team is here to support your organization 24 hours a day / 7 days a week.

Better Business Bureau - Pinnacle Winner 2016

DataVox Awards

As a two-time recipient of the Houston Better Business Bureau (BBB) Pinnacle Award and an eight-time recipient of the BBB Award of Excellence: Winner of Distinction, DataVox has a proven commitment to customer service excellence.  Other recent DataVox awards include:
Awarded Top Honor by Houston Better Business Bureau: The Pinnacle Award
2016 Pinnacle Award Winner, Houston Better Business Bureau
2014 Pinnacle Award Winner, Houston Better Business Bureau
Eight-Time Winner
Award of Excellence: Winner of Distinction, Houston Better Business Bureau
Five-Time Winner
Houston Fast 100 Award, Houston Business Journal
Four-Time Winner
Small Business 100 Award, Houston Business Journal
Two-Time Winner
Cisco Partner of the Year Award
Two-Time Winner
Cisco Service Partner of the Year, South Region
Multiple Winner
Cisco Customer Satisfaction Excellence Awards
Winner
Cisco Capitol Partner of the Year, South Region
Winner
Top 25 Privately-Owned Businesses, Houston Business Journal
Winner
Ernst & Young’s Entrepreneur of the Year Award

DataVox Products & Services Include

Audio Visual
Cloud Solutions
Data Center & Network Technologies
Network Cabling
Phone Systems
Security Cameras & Access Control",1.0
299,"Applus+ Technologies is a leader in developing, implementing and managing innovative technology and system solutions that enable customers worldwide to address their business and environmental challenges.
Our experienced teams deliver customized and flexible solutions in the areas of Information Management, Decision Support Services and Business Process Management, designed to support our clients’ strategic, financial, operational, regulatory and compliance decisions. Applus+ expanded capabilities include program management, vehicle diagnostics, environmental testing, design and development of database solutions and portal and mobile applications development.
Applus+ is a leading provider of air quality emissions testing solutions to governmental and commercial customers. In the U.S. alone, Applus+ manages over 6.5 million vehicle tests annually, oversees more than 1,800 inspection stations and has trained over 14,000 inspectors. 
Applus+ Technologies is a division of Applus+, a Carlyle Group Company.  Applus+ is a $1+ billion global leader in inspection, maintenance, certification and technology services.",1.0
300,"ITsavvy has catapulted from a Midwest start-up to a national leader in IT products and solutions, very rapidly. Founded in 2004 by Mike Theriault and Chris Kurpeikis, ITsavvy has been consistently recognized by Inc. Magazine as one of the fastest-growing businesses of its type.

Mike and Chris conceived of ITsavvy after watching competitors repeatedly drop the ball post-sale. We understand that success should not only be measured in dollars but also in client satisfaction. By combining a leading value-added reseller business with Engineered Solutions, Managed Services, Cloud Solutions and Unified Communications, ITsavvy is becoming the industry model for integrated IT products and solutions provider.

With more than 1,000,000 products and a vendor-neutral philosophy, ITsavvy’s business-to-business reseller business offers more than a 1,000 name brand computer products. With 46 distribution centers nationwide, we ship 99% of in-stock items the same-day. And our secure and customized e-commerce site allows clients to view real-time pricing and availability.

Our vendor-certified Client Executives act as a single-point of contact with clients, following deliverables from initial engagement to post-sale. They are supported by teams of experts who are cross-trained on all of our services for end-to-end knowledge in design, product recommendation and solution implementation.

ITsavvy is headquarted in Addison, IL, with additional offices in Chicago, IL; Hauppauge, NY; New York, NY; Warren, NJ; Aurora, IL; Davenport, IA; Hayward, CA; Miami, FL; and Beavercreek, OH.",1.0
301,"Thank you for visiting IonIdea's page on LinkedIn.  We welcome your interest in us, and your suggestions & comments as well.

IonIdea's vision is simply to become one of the most trusted companies in the technology and business process solutions industries.  Our mission is to deliver excellent products, value-added solutions and high-quality services by bringing together passionate professionals, innovative technologies and the very best practices.  

Our promise to our customers is that we will always put their interests first, and always deliver superior value to them through innovation, excellence and professionalism.

With a range of products, solutions and services in the areas of Strategic Consulting, Technology Consulting, IT Applications Development, Software Testing & Validation and Business Process Delivery, IonIdea can help you envision, strategize, plan and execute your way to success.

Our promise to our employees is that we will share the success that we jointly create with them, and provide them with a motivating work environment where they can realize their fullest potential.  

At IonIdea you will get a level playing field no matter who you are.  Your success, and the recognition & rewards you get at IonIdea is solely dependent upon your performance, i.e., what you achieve and how you achieve it.  To us not only is high-performance important, it is also very important that we live by IonIdea’s trust and excellence based value system. 

As we grow, we constantly seek to employ talented professionals with a high level of integrity that want to be challenged to perform at their very best, seek opportunities to innovate and excel, and desire to rewarded in a manner that is commensurate with the value that they deliver.  

We also seek to engage highly motivated, credible, experienced executives and entrepreneurs as IonPartners to help us make inroads into new markets, and to build IonIdea franchises.

Have a great day!",1.0
302,"Principle Solutions Group provides Information Technology Staffing and Consulting Services to successful businesses nationwide. Our team leverages proven strategies that are tailored to the individual needs of our clients. 

We deliver reliable staffing and consulting solutions that help our clients achieve high returns on their IT investments.

We provide IT professionals with access to the best jobs at the best companies. We have long-term relationships with dozens of reputable Fortune 500 corporations and mid-sized companies who have many rewarding opportunities. 

Many of the positions we have are not advertised and are exclusive opportunities for candidates in our network.  

View our open jobs: http://jobs.principlesolutions.com/",1.0
303,"Award-winning Service since 1992
        DOT FHWA Administrator's 1999 Outstanding Disadvantaged Business Enterprise Award
        SAIC Minority Partner of the Year- 2000
        DOT FMCSA Minority Business Enterprise of the Year - 2005
        Customer Letters of Commendation
        Customer Letters of Appreciation

    Federal Government Contracts with:
        Department of Defense (DoD)
        Department of Transportation (DoT)
        Department of Housing and Urban Development (HUD)
        Department of State (DoS)

    Top 100 Fastest Growing Hispanic-owned Companies
    Top 131 Largest Hispanic-owned Companies
        Over 500 Employees at Customer Sites Worldwide
        FY 2012 Revenues $50M
        Projected FY 2013 Revenues $50M+

    DCAA-Approved Rates and Cost Accounting System

    ISO 9001: 2008 Certified

    GSA Contracts with Federal Supply Schedules
        Information Technology (IT FSS 70)
        Mission Oriented Business Integrated Services (MOBIS FSS 874)",1.0
304,"Yorktel is a leading provider of video-centric collaborative services and solutions that enhance workforce productivity in the Commercial Enterprise and Public Sectors. 

The company offers video managed services, public/private/hybrid cloud hosting, professional consultation (including interoperability and BYOD solutions), video concierge services, streaming services, staffing services, integration/installation services, B2B Exchange and interoperability services, hosted services, systems integration to include design/build for applications like telepresence, event management, webcasting and video production.

The company operates redundant Video Network Operation Centers, has a 24x7 Help Desk, 3 global data centers (pending 5), a  global field force and is supporting customers across 72 countries. Founded in 1985, Yorktel is headquartered in Eatontown, New Jersey, and has locations across the U.S., UK and France.  For more information, visit www.yorktel.com or contact knowmore@yorktel.com.

Yorktel and its employees are frequent winners of industry awards, speakers at industry events and seminars, and authors of a long list of thought leadership publications.",1.0
305,"Established in 1983, ​we are a  technology integration company that focuses on solutions that enhance the communication and collaboration experience for the enterprise market

Our core solutions include Network Cabling, Audio Visual and In Building Wireless.",1.0
306,"A Division of BG Staffing, Inc.

Vision Technology Services is a leading provider of IT talent and project management services to companies throughout the mid-Atlantic region and selected markets across the country. That means we can open doors for IT professionals to top employers with a wide variety of IT needs and opportunities.

Our expertise is execution—delivering the people and processes to help our clients successfully deploy IT solutions. And we measure what matters, dedicating ourselves to consistently outperforming the largest national IT staffing firms.",1.0
307,"Secure-24 has 15 years of experience delivering managed cloud services, application hosting and application performance management to enterprises worldwide. Our industry-leading client satisfaction rates result from comprehensive service level agreements and a focus on superior service and support. Secure-24 is an SAP certified Hosting, HANA and Cloud partner and an Oracle Platinum Partner managing Oracle E-Business Suite, PeopleSoft, JD Edwards and Hyperion applications across all industries for businesses of every size.

Secure-24 has been named one of Computerworld’s 100 Best Places to Work in IT for three consecutive years. Visit www.secure-24.com to learn more about Secure-24 products and services.",1.0
308,"Cyret Technologies is a premier technology and IT service provider focusing exclusively on the success of customers deploying Enterprise Software Solutions in niche areas of business. Our expertise includes implementing Enterprise Applications like Oracle JD Edwards, E-Business Suite and Primavera. When companies look to Implement, Upgrade, Customize, Support or obtain Authorized Training of Oracle Applications, Cyret Technologies is considered a leading services provider.  

Globally, Cyret customers benefit from 1000+ man-years experience. Our focus is on activities starting from strategy and roadmap, product fit-gap analysis, implementation, upgrade, migration, post-implementation maintenance & support services. 

Cyret services customers globally and covers industries like Industrial Manufacturing, Pharmaceuticals, EPC, Breweries, Food & Beverages, Leather, Retail, Utilities etc.

Cyret has an extensive services portfolio spanning:

Oracle JD Edwards
Oracle E- Business Suite
Oracle Primavera
Supply Chain Management 
Value Chain Planning
Fusion Middleware
Business Intelligence
Customer Relationship Management
Edge Products",1.0
309,"InfoSpan Inc. is a US based International organization and part of a multi-national group of companies who are global leaders in providing technology based; customer oriented and targeted outsourcing solutions to diverse range of customers throughout the world. InfoSpan combines its technology platform with solid execution solutions and expertise to successfully deliver “Full Spectrum Outsourcing Services” (ITO, BPO, Software Development and KPO) to customers who lead their industries in Telecommunications, Financial services, Consumer products, Medical and Information technology.",1.0
310,"SyApps LLC is a Technology and Management Consulting services firm with focus on solutions in the areas of Strategy, Process, Accounting, Mortgage Industry Consulting, and Technology Solutions.

SyApps leverages a distinctive combination of industry expertise, technical depth and differentiated services to deliver the benefits of a world class 
Technology and Management consulting service to our clients. 
 
Our focused verticals include: 
 
• Financial Services
• Information Communication and Entertainment
• Energy
• Federal 
 
As a diverse end-to end IT and Management solution Provider, SyApps offers a range of expertise aimed at helping customers re-engineer and re-invent their business to compete successfully in an ever-changing marketplace.

SyApps has designed and engineered a Cloud Based Virtual Desktop (VDI) environment built to provide secure, redundant and affordable access to small and medium sized business who currently struggle with IT demands and the costs associated with maintaining their own technology platform.

MySecureDesktop is hosted from the SyApps Tampa, Florida Data Center and operated from a highly redundant cluster of HP ProLiant Servers, EMC, HP and Nimble Storage servers on a Cisco and Juniper powered network.

MySecureDesktop gives your company the flexibility needed to be productive using any device, anywhere you have internet. We put your desktop safely in the cloud. 

- MySecureDesktop is compatible across all computing platforms. Get to your desktop using any mobile device.
- MySecureDesktop can be accessed using any Internet or 4G or LTE mobile connection.
- Unlike your computer at your office, MySecureDesktop will always be on and ready to use.

View our YouTube Video - http://youtu.be/v-OrDbRTHM0

Contact us today at solutions@syapps.com",1.0
311,"A family-owned and nationally recognized business, Loffler Companies is the leading business technology and services provider in the upper Midwest. Our team of the best and brightest in the industry provides winning solutions for your business or organization to succeed. Our knowledgeable and dedicated team of IT and Document Workflow professionals partner with leading brands to exceed your expectations. 

We don’t expect your business to fit our solution; we create a solution to fit your organization. 

Expect the best technology and services solutions in the industry including:

• Multi-functional Copiers from Canon, Océ, Konica Minolta, Toshiba, and Riso
• Printers from HP and Lexmark
• Managed Print Services
• Software & Workflow Technologies (Uniflow, eCopy, Worldox and more) 
• IP Telephony Systems from Shoretel and NEC
• Voice Recording Technology (Dictation, Voice/Call/Video Logging)
• IT Technology, Solutions, and Managed Services via LofflerVision
• On-site Managed Services (Copy Center, Mail Room, Scanning Needs, Litigation Support and more)

Clients appreciate that we provide world-class technology and expertise for their organization in the Twin Cities, St. Cloud & Willmar areas, Western Wisconsin, or anywhere in the country. We understand that to be successful we must strategically deploy technology, people, and processes that allow you to meet your objectives.



Specialties
•        World class expertise and support for your office technology and service needs
•        Service and support unmatched in the industry
•        Family-owned and nationally recognized
•        Specialized client training


•        Website
http://www.loffler.com",1.0
312,"Business Software Solutions has been providing strategic information technology solutions to clients of all sizes, including many of the world's premier insurance and financial services organizations, for over fifteen years. 
Our professional staff demonstrates both depth and breadth of management and consulting technical skills. These skills include the technologies that are shaping the future by creating the e-business applications that will advance companies to new levels of productivity, efficiency and competitive advantage.",1.0
313,"In today''s reality, where companies must cope with a wide range of computer solutions, DataSafe can provide a complete solution package, including: hardware, software, products, services and projects - from small businesses to giant organizations. The DataSafe group was founded in 1995. DataSafe provides a range of business solutions for business and institutional customers from the enterprise level to the small customer. DataSafe is one of the three largest leading software marketers in Israel. DataSafe serves as the representative and distributor of many software products in Israel, including: Pervasive (through its subsidiary Synopsis), WildPackets, Faronix, ACD, InstallShield, X-Manager, Astaro, Sybari, Macromedia and others.  DataSafe''s projects department accompanies the business customer from the consultation and initial interest stage and through to full ongoing support of infrastructure and computer systems. DataSafe provides computer systems, servers, workstations, storage and backup systems and information security systems.  Within its commitment to provide a full, professional solution for all types of business customers, DataSafe supplies all types of hardware in accordance with customer needs, from laptops and peripherals to multiprocessor cluster servers and storage and backup systems for giant organizations.",1.0
314,"Atlas Systems provides innovative solutions designed to support your business needs. We offer a level of flexibility, intelligence and brilliance that few can match, with solutions that easily adapt to your system, budget and schedule. For over a decade, we have provided strategic software solutions and technology services that have helped our clients achieve measurable business value.


Atlas Systems Inc. is a leading technology innovator and provider of software solutions, offering software and service solutions to global and mid-market companies in a range of  industries, such as BFSI, Healthcare, FMCG, Hospitality, Media & Management and many more.

We provide proprietary products like PRIME® and ComplyScore®. We offer comprehensive range of solutions in the area of Technology, GRC, Provider and SAP to customers across the globe. Our goal is to deliver business solutions through competitively priced products and services to our clients that adds business value and impacts their bottom line positively.",1.0
315,"Stratus Technology Services, LLC (STS) is a provider of innovative consulting services and solutions that are completely focused on client success. At STS it is our uncompromising commitment to extraordinary people implementing defined and proven processes and executing today's most urgent technology that allows for the delivery of the right solution for our client critical business needs every time.   

STS' model of service excellence has provided for timely, cost effective and accurate solutions for large and small clients on a global basis since 2001. At STS we are a leader in the new economy which demands strategic partners who are agile, focused and completely engaged.  STS provides three core solution sets Staffing Solutions, Project Management and Managed Solutions.",1.0
316,"Service Express, Inc. (SEI) is a leader in delivering flexible support solutions for on-site data center maintenance, focusing on mainframe, midrange and Intel based servers by IBM, HP, Sun/Oracle and Dell, as well as STK (StorageTek) and EMC storage equipment, and OS Support. SEI has also extended their service offerings by adding NetApp, Hitachi, and Cisco support. 

SEI’s focus is on its customers - providing professional technical support and outstanding customer service at every level.  SEI is serious about its service commitment, which is why the company has earned a Net Promoter Score of 87. With SEI, you have an entire company committed to exceeding your expectations.

SEI services include:
 :: Hardware Maintenance:  Flexible Agreements and Exceptional Service Delivery for Servers & Storage
 :: Hardware Sales and Installs: System Solutions/Trade-Ins/Upgrade Programs
 :: Data Center Relocations:  Professional Installations and De-Installations Nationwide
 :: IT Asset Recovery: Secure, Environmentally Sustainable and Cost-efficient Asset Disposal
 :: OS Support: Oracle Solaris, HP-UX, HP Tru64 Unix
 :: VMware Certified Partner

Continuous growth and commitment to its employees has landed SEI on several ""101 Best and Brightest Companies to Work For""​ lists over the past 11 years, both regionally and nationally. In 2015, SEI was named a Gold Stevie® Award winner in the Customer Service Dept. of the Year – Computer Hardware category. Previous testaments to this excellence has also been noted with being named to Michigan’s Top Workplaces list by the Detroit Free Press, as well as the Inc. 5000 America’s Fastest Growing Private Companies and Forbes America's Best Small Companies list.",1.0
317,"W3R Consulting is a Southfield, Michigan based staffing and consulting firm that provides talent, technology consulting and advanced analytics solutions to Fortune 500 companies in the automotive, financial, healthcare, insurance, professional and business services, and retail industries.  In 2012, w3r acquired Nurse Now Staffing. inner of numerous customer and industry awards, this year W3R celebrates 22 years of innovation, exceptional customer service and community engagement. 

For ongoing news, please visit w3r.com",1.0
318,"We are the delivery component that helps clients reinvent their use of information technology.

Netrix is a full service IT provider that designs, implements, and supports technology solutions. As a Microsoft Gold Partner, Juniper Elite Partner, Cisco Gold Partner, and Citrix Gold Partner, we deliver true value and enterprise class solutions for organizations of all sizes as a means to increase productivity and enhance their competitive edge. Our concentration is in the areas of unified communications, mobility, data center, network infrastructure, software development, system services, security services, cloud center solutions, audio & visual, managed services, and 24×7 support.",1.0
319,"Criterion Systems, Inc. is a systems integrator delivering innovative business solutions for government agencies.  The Company delivers Cybersecurity, IT Infrastructure, Systems Engineering and Application Development services to support critical missions.

          Employee-owned, Customer-driven, Mission-focused
                        CMMI Level 3 Certified Processes

At Criterion Systems, Inc., we developed a different kind of business—a company whose real value is a reputation for excellence built upon the collective skills, talents, perspectives, and backgrounds of its people. Our Offerings: *100% employee-owned private Government contractor founded in 2005. *High retention rate because we work hard at holding onto talent. *Excellent Leadership Team comprised of individuals who have successfully built and run businesses and are involved in day-to-day operations to include an open-door policy. We are as large as we have ever been! We are positioning ourselves to almost double in size in the next year due to several large Prime contracts we expect to be awarded by early 2017. Our employees are the most valuable assets.  Are you ready to be appreciated?",1.0
320,"NewMarket Technology’s current portfolio of operations provides systems integration and technology infrastructure services, as well as OEM (original equipment manufacturing) and ODM (Original Design Manufacturing) services. NewMarket's operations strategically focus on providing technology and support services in emerging and developing economies with high growth rate potential where technology purchasing is on the rise. Today, NewMarket has regional subsidiary operations in the growing economies of China, Southeast Asia, Brazil and Northern Latin America.

NewMarket's operations provide services and support for both brand-name technologies, such as Microsoft, as well as emerging technologies ranging from mobile computing to various security, global positioning systems and wireless broadband technologies. NewMarket's rapid growth since 2002 placed the Company on Deloitte’s Technology Fast 500 for five consecutive years. NewMarket was recognized as the third fastest growing technology company in the United States in 2006 and the number one fastest growing technology company in North Texas for two years in a row.",1.0
321,"Operating highly-redundant, carrier-neutral data centers coast to coast, TierPoint is a leading national provider of best-in-class IT infrastructure services that help clients improve business performance and manage risk. With a commitment to superior customer service, TierPoint offers private, multi-tenant, and fully managed hybrid cloud solutions; disaster recovery, business continuity and other managed services; and colocation.",1.0
322,"About MT Business Technologies: MTBT is a privately held third-generation office solutions firm, founded as Mansfield Typewriter in 1918. The company’s headquarters remain in Mansfield, and MTBT now has major operations in Toledo, Cleveland and Columbus. MTBT provides total office solutions with an emphasis on managed printing services, managed IT support, document management and copier servicing and maintenance. It is the largest independent RICOH dealer in the United States. Learn more at www.mtbt.com. #copierdown #MTBT

MTBT is committed to environmental sustainability and to supporting the communities in which we work and live. 

Find a location near you:
Avon, Ohio; Cleveland, Ohio; Mansfield, Ohio; Newark, Ohio; Holland, Ohio; and Westerville, Ohio.",1.0
323,"GCR Inc., an international professional services firm based in New Orleans, Louisiana, has over 30 years of experience in partnering with government and commercial clients to deliver consulting services and technology solutions in aviation, elections, urban and transportation planning, energy, public safety and disaster recovery.

At its core, GCR is a consulting firm, though the technological and intellectual tools and techniques developed in our consulting work have opened doors in many other areas. What sets GCR apart from most other consulting and technology companies is that we see technology, and the ability to solve project issues using technology, as a means to an end, not as our main purpose - which is to provide our clients with the tools and intelligence they need to make the best decisions possible.",1.0
324,"Superlative Technologies, Inc. (SuprTEK) is a Small Disadvantaged Business providing IT Engineering and Professional Service excellence to Government and Industry customers, enabling them to better achieve their mission objectives. SuprTEK specializes in Cybersecurity solutions, IT solution engineering and delivery, Enterprise IT solutions, Health IT, and strategic business planning and management. As an ISO-9001:2008 and CMMI Level II certified company, we are known for our commitment and dedication to achieve customers’ performance objectives while delivering solution excellence that enables mission capabilities. As an awardee of the 2013 Nunn-Perry award, 2012 Navy’s Captain Dooling Professional Team of the Year award, and SDDC Small Business of the Year Award and as a nominee for the President’s SAVE award, SuprTEK has been recognized by the Government on numerous occasions for our high-quality performance. SuprTEK’s technical professionals have satisfied customers such as the Defense Information Systems Agency, Navy, Air Force, Air Mobility Command, Army, Combatant Commands (COCOMs), Defense Health Agency, and Environmental Protection Agency. SuprTEK is a quality-focused organization that embraces process best practices such as the Information Technology Infrastructure Library (ITIL) to provide the best technologies and services for our more than 500,000 customers worldwide.",1.0
325,"Perimeter Technology is now TierPoint!

TierPoint is a leading provider of cloud, colocation and managed services designed to help you improve business performance and manage risk. Our comprehensive data center solutions are customized for you and backed by the expertise of industry veterans.
 
TierPoint was formed through the strategic combination of some of the countryâ€™s most respected and innovative data centers and IT solution providers: Colo4 in Texas, Perimeter Technology Center in Oklahoma, Baltimore Technology Park in Maryland, Philadelphia Technology Park in Pennsylvania, Adhost in Washington, and our namesake, TierPoint, also in Washington.  Our most recent acquisition of Xand added 6 additional sites throughout the northeast.  Our heritage of delivering customer-focused IT services in state-of-the art facilities guides our organization today, as we continue to grow to provide our customers geographic diversity and access to some of the best teams and technologies from coast to coast.",1.0
326,"Vensoft Inc., incorporated and headquartered in the USA, is a global IT Consulting & Systems Integration firm that delivers high-quality IT services to leading clients around the world. 

We have been playing the role of a trusted IT partner to our clients since 1996 by helping them translate their IT vision into solid, measurable value. Today we have a presence that spans the USA, UK, India and delivering winning solutions for our clients.

www.VAssure.com",1.0
327,"Dextrys (now an EPAM company) is China's highest value provider of software development, maintenance, and testing services to technology driven companies around the world.

Our outstanding project delivery execution together with our flexibility and commitment to client success make us the easiest to do business with and the best choice for your organization.  

We are owned by Francisco Partners, a 7 billion dollar private equity firm located in San Francisco, Ca.

At Dextrys, it is our passion to help you get products to market faster and reduce your software development costs.

For Dextrys, our most important client is every client.",1.0
328,"PreludeSys is a leading technology services provider delivering IT and IT enabled business solutions to companies large and small. We help companies achieve their business goals by bridging the gap between a business vision and real-world technology implementation.

As a company with a global footprint, we take the time to understand our client´s business strategies and focus on total customer and end-user satisfaction by providing solutions that enable companies to address their changing business needs. In tough economic times, companies need more than a vendor, they need a partner. A partner dedicated to adding value by improving processes and delivery of business and technology initiatives.",1.0
329,"Inserso Corporation is an ISO 9001:2008, ISO 20000-1:2011, ISO 27001:2013, CMMI-ML3 Small Business specializing in IT support services to the federal government, with rich history of successfully supporting over 200 IT projects for more than 40 customers since 1994.

Inserso specializes in the management, development, and support of IT systems, including mission-centric application development and sustainment, network operations,  desktop support, Enterprise Service desks, and Cybersecurity support. Inserso provides IT services  to customers such as the US Air Force, US Army, US Navy, Defense Information Systems Agency (DISA),  Defense Health Agency (DHA),  and Department of Homeland Security (DHS).",1.0
330,"Wayport enables applications, services and devices on a single converged network.  Leading retail, hospitality and healthcare brands worldwide choose Wayport to gain the freedom to focus on their core business, creating operational efficiencies and new business capabilities. Wayport was founded in June, 1996 and today has headquarters in Irving, Texas and European headquarters in Copenhagen, Denmark.",1.0
331,"Mercury Development provides quality custom software development for a variety of platforms and industries. We develop for every major mobile platform as well as emerging platforms and web/database projects. Our extensive platform expertise makes us the ideal candidate for multi-platform, cross-platform and porting projects.",1.0
332,"Discoverture Solutions is an insurance and healthcare industry-focused IT solutions and services provider headquartered in Phoenix, Arizona. Discoverture currently serves global markets with offices in the US, UK and India. Discoverture is a leading implementer of next generation Policy Administration and core insurance systems. Discoverture's technology professionals combine a thorough understanding of business processes with industry best practices to conceive and execute value added technology solutions for its clients. 

After careful analysis, Discoverture implements innovative solutions that allow its clients to reduce expenses and become more profitable, competitive and responsive to changing market demands. Its cost-effective delivery solutions keep its clients agile while making the most of their technology investments.

With experienced professional staff and deep technology partnerships Discoverture's expertise is broad spectrum, in-depth and current with key offerings in the following areas

- Strategic Consulting
- System Implementation
- Application Development and Support
- Independent Quality Assurance
- Enterprise Application Integration 

Discoverture XactConnect provides a complete solution and the tools needed to solve Insurance integration challenges with out-of-the-box support for a number of third-party data and service providers and software vendors allowing integration at business process, application and data levels. Multiple delivery models are available including SaaS.",1.0
333,"We Craft Technology Solutions That Transform the Way You Do Business

Vernalis has a proven 15-year track record developing secure enterprise software solutions that exceed expectations and provide a measurable return on investment. Through the combination of enterprise software engineering, innovative design, and business strategy expertise, our solutions enable our clients to make informed decisions, drive operations, maintain customer relations and comply with regulations.

Odd as it may seem, at Vernalis, while our business is technology, we see it as secondary to what we really do. Our focus is on the larger picture: your business goals and the deliverables we can provide to help you reach them. You might say we get your business because we ""get"" your business and we do it faster than anyone else. 

Our staff of over 250 management consultants, design gurus, and software architects are fluent in the languages of both technology and business and our satisfaction comes from bringing both together in a harmonious balance. Our eyes are always on the finish line of delivery of solutions that will provide maximum return on every dollar invested. Whether that returns is preserving the integrity of an organization, maximizing profit, or even saving lives, we leverage our extensive experience and passion to craft solutions that just make sense.",1.0
334,"Leaders in Quality Assurance, Localization Services, Compliance, and Certification, Testronic offers end-to-end Testing and QA solutions for a notable array of industries; including entertainment, media, games, publishing, e-commerce and consumer electronics.

We work with the major studios, games publishers, broadcasters, and digital agencies and help companies from all sectors develop and maintain world class websites and e-commerce solutions. In addition, software developers, publishers, and consumer electronics manufacturers look to Testronic for a steadfast source of Quality Assurance, Certification, and Testing.

Testronic’s high standards have been protecting our clients and safeguarding the consumer experience since 1998. We ensure that our clients efficiently and securely deliver the highest quality consumer deliverables. If your business depends on delivering a first rate end-user experience, talk to Testronic.

________________________________________________________________________________________",1.0
335,"VectorUSA, one of Southern California’s premiere technology companies, designs, builds and maintains data, voice, and video networks.

With 28 years of experience and more than 400 employees, we work closely with our technical partners to provide customized solutions for public and private K12 and higher ed schools, ports and terminals, hospitals, large and small commercial enterprises, and state, local, and federal agencies.

We understand the complex demands of today’s dynamic technology environment. The breadth of our services and the depth of our expertise give us exceptional abilities to deliver the best network solutions for our customers. As Vector expands our range of services, we continue to deliver smart technology solutions including Unified Communications and Collaboration, Innovative Infrastructure, Intelligent Surveillance, and Managed Solutions, helping businesses operate more securely and efficiently. No other network integration company performs for its customers with the speed, agility, and responsiveness as Vector – providing our customers with the power to connect people to information and the world.",1.0
336,"LabWare is recognized as the global leader in providing enterprise scale laboratory automation solutions.  
LabWare’s Enterprise Laboratory Platform is a unique and proven suite of product capabilities that encompass LIMS, ELN, and LES method execution in an integrated and enterprise ready solution.
Our Enterprise Laboratory Platform combines the award-winning LabWare LIMS™ and LabWare ELN™, a comprehensive and fully integrated Electronic Laboratory Notebook application, which enables companies to optimize compliance, improve quality, increase productivity and reduce costs.
LabWare is a full service provider offering software, professional implementation services and validation assistance, training, and world class technical support to ensure our customers get the maximum value from their LabWare products.
By paying close attention to customer needs, making effective use of key technologies and serving as a reliable and trusted partner, LabWare has emerged as the clear industry leader in laboratory automation.",1.0
337,"Vonage Business  is the preferred provider of business phone service for over 100,000 users in the U.S. and Canada. Our no-contract, cloud VoIP delivers dozens of advanced features and powerful add-ons with crisp, clear service.  Proprietary, leading-edge technology supports mobility and software integration, and transforms your phone into more than just a dial tone, while reducing your bill up to 80%.

- Most Value
- More Features
- Reliablity & U.S. Customer Support
- Easy to Upgrade
- Easy to Port Existing Numbers

For more information, contact us today!  (888) 897-5257

Business Hours: 8 am - 9 pm EST, Monday through Friday",1.0
